"호선","외부코드","전철역코드","전철역명","출구번호","역세권명"
"5","524","2525",영등포시장,"1",한국우편사업진흥원(우편고객만족센타)
"5","524","2525",영등포시장,"1",영등포전화국
"5","524","2525",영등포시장,"1",영등포경찰서
"5","524","2525",영등포시장,"1",서울시립청소년성문화센터
"5","524","2525",영등포시장,"2",서울시남부교육청
"5","524","2525",영등포시장,"2",영등포동7가
"5","524","2525",영등포시장,"3",현대프라자아파트
"5","525","2526",신길,"3",영등포공원
"5","525","2526",신길,"3",영등포문화원
"5","525","2526",신길,"1",장훈고등학교
"5","525","2526",신길,"2",노들길
"5","525","2526",신길,"3",근로복지공단
"5","525","2526",신길,"3",영등포동3가방면
"5","525","2526",신길,"1",대윤병원
"5","525","2526",신길,"1",여의도샛강생태공원
"5","525","2526",신길,"1",영등포여자고등학교
"5","525","2526",신길,"3",영등포로터리
"5","525","2526",신길,"2",한국조리사관학교
"5","525","2526",신길,"3",한림대학교한강성심병원
"5","525","2526",신길,"3",한국조리사관학교
"5","525","2526",신길,"1",영원중학교
"5","525","2526",신길,"3",영등포구수어통역센터
"5","526","2527",여의도,"5",한국교직원공제회관(The-K타워)
"5","526","2527",여의도,"5",대한지적공사
"5","526","2527",여의도,"2",금융감독원
"5","526","2527",여의도,"3",한국방송공사
"5","526","2527",여의도,"5",한국거래소
"5","526","2527",여의도,"6",미성아파트
"5","526","2527",여의도,"6",윤중초등학교
"5","526","2527",여의도,"2",사학연금회관
"5","526","2527",여의도,"5",국민은행
"5","526","2527",여의도,"2",한국투자증권
"5","526","2527",여의도,"3",한화증권
"5","526","2527",여의도,"3",우리은행
"5","526","2527",여의도,"3",버스환승센터
"5","526","2527",여의도,"5",롯데캐슬
"5","526","2527",여의도,"5",여의도백화점
"5","526","2527",여의도,"5",국민은행본점
"5","526","2527",여의도,"2",KT신사옥
"5","526","2527",여의도,"3",국회의사당
"5","526","2527",여의도,"3",국회의사당방면
"5","526","2527",여의도,"3",여의도공원
"5","526","2527",여의도,"3",여의도우체국
"5","526","2527",여의도,"6",윤중중학교
"5","526","2527",여의도,"1",여의도샛강생태공원
"5","526","2527",여의도,"5",한국방송공사(별관)
"5","526","2527",여의도,"5","미주,수정,한양@"
"5","526","2527",여의도,"5",한국화재보험협회
"5","526","2527",여의도,"3",서울국제금융센터(IFC)
"5","526","2527",여의도,"4",중소기업진흥공단
"5","526","2527",여의도,"1",광장아파트
"5","527","2528",여의나루,"4",여의도고등학교
"5","527","2528",여의나루,"1",LG 트윈타워
"5","527","2528",여의나루,"1",[우수경관조망명소]여의도공원
"5","527","2528",여의나루,"1",국민일보
"5","527","2528",여의나루,"4",여의도여자고등학교
"5","527","2528",여의나루,"4","63빌딩"
"5","527","2528",여의나루,"4",여의도성모병원
"5","527","2528",여의나루,"1",순복음교회
"5","527","2528",여의나루,"1",국회의사당
"5","527","2528",여의나루,"1",중소기업진흥공단
"5","527","2528",여의나루,"2",마포대교
"5","527","2528",여의나루,"3",원효대교방면
"5","527","2528",여의나루,"3",여의도선착장
"5","527","2528",여의나루,"4",여의도초등학교
"5","527","2528",여의나루,"4",여의도중학교
"5","527","2528",여의나루,"1",한국전력남서울본부
"5","527","2528",여의나루,"1",국민건강보험공단 서울지역본부
"5","527","2528",여의나루,"3",여의도한강공원 안내센터
"5","527","2528",여의나루,"2",한강시민공원
"5","528","2529",마포,"2",서울디지털대학교
"5","528","2529",마포,"3",마포초등학교
"5","528","2529",마포,"1",용강동주민센터
"5","528","2529",마포,"2",염리초등학교
"5","528","2529",마포,"2",한국전력공사서부지점
"5","528","2529",마포,"2",마포태영아파트
"5","528","2529",마포,"3",도화동
"5","528","2529",마포,"4",마포동
"5","528","2529",마포,"2",염리119안전센터
"5","528","2529",마포,"3",도화치안센터
"5","528","2529",마포,"4",서울지방경찰청광역수사대
"5","528","2529",마포,"1",용강동
"5","528","2529",마포,"1",마포유수지공영주차장
"5","528","2529",마포,"1",마포대교방면
"5","528","2529",마포,"1",서울특별시중부여성발전센터
"5","528","2529",마포,"2",염리동
"5","528","2529",마포,"3",공덕동로터리 방면
"5","528","2529",마포,"3",서울가든호텔
"5","528","2529",마포,"4",불교방송 
"5","528","2529",마포,"3",도화동주민센터
"5","528","2529",마포,"2",용강지구대
"5","529","2530",공덕,"2",동도중학교
"5","529","2530",공덕,"8",도화1동
"5","529","2530",공덕,"2",마포소방서
"5","529","2530",공덕,"1",서울서부고용센터
"5","529","2530",공덕,"8",경찰공제회
"5","529","2530",공덕,"2",서울여자고등학교
"5","529","2530",공덕,"4",서울서부지방검찰청
"5","529","2530",공덕,"4",공덕동주민센터
"5","529","2530",공덕,"2",서울여자중학교
"5","529","2530",공덕,"3",마포경찰서
"5","529","2530",공덕,"4",공덕1동
"5","529","2530",공덕,"4",서울서부지방법원
"5","529","2530",공덕,"5",공덕시장
"5","529","2530",공덕,"6",효창공원방면
"5","529","2530",공덕,"1",염리초등학교
"5","529","2530",공덕,"2",신촌방면
"5","529","2530",공덕,"6",만리동고개
"5","529","2530",공덕,"5",사랑의 전화 마포종합사회복지관
"5","529","2530",공덕,"1",한미교육위원단
"5","529","2530",공덕,"1",한국전력공사 서부지점
"5","529","2530",공덕,"4",한국지방재정공제회
"5","529","2530",공덕,"6",한국사회복지회관
"5","529","2530",공덕,"7",용마루고개
"5","529","2530",공덕,"8",도화치안센터
"5","529","2530",공덕,"1",서울디지털대학교
"5","529","2530",공덕,"1",서강로
"5","529","2530",공덕,"2",서울디자인고등학교
"5","529","2530",공덕,"3",아현동주민센터
"5","529","2530",공덕,"4",공덕초등학교
"5","529","2530",공덕,"6",한겨레신문사
"5","529","2530",공덕,"8",도화동 주민센터
"5","530","2531",애오개,"1",서울서부지방법원 등기국
"5","530","2531",애오개,"4",서울서부지방법원
"5","530","2531",애오개,"1",공덕동로터리 방면
"5","530","2531",애오개,"4",삼성래미안 공덕2차 아파트
"5","530","2531",애오개,"4",공덕 119안전센터
"5","530","2531",애오개,"3",공덕 자이아파트
"5","530","2531",애오개,"1",아현동 주민센터
"5","530","2531",애오개,"1",삼성래미안 공덕5차 아파트
"5","530","2531",애오개,"2",아현중학교
"5","530","2531",애오개,"2",아현초등학교
"5","530","2531",애오개,"2",나이스신용정보 마포사옥
"5","530","2531",애오개,"3",마포평생학습관(아현분관)
"5","530","2531",애오개,"4",서울서부지방검찰청
"5","530","2531",애오개,"4",고려아카데미텔
"5","530","2531",애오개,"4",아현공원
"5","530","2531",애오개,"3",서부수도사업소
"5","530","2531",애오개,"1",공덕지구대
"5","530","2531",애오개,"4",공덕동주민센터
"5","530","2531",애오개,"4",공덕동
"5","530","2531",애오개,"4",환일중학교
"5","530","2531",애오개,"2",아현시장
"5","530","2531",애오개,"2",아현산업정보학교
"5","530","2531",애오개,"4",환일고등학교
"5","530","2531",애오개,"4",마포노인복지센터
"5","530","2531",애오개,"1",한세사이버보안고등학교
"5","530","2531",애오개,"1",신한은행
"5","530","2531",애오개,"1",마포경찰서
"5","530","2531",애오개,"4",서울소의초등학교
"5","530","2531",애오개,"3",뮤지스땅스(아현음악창작소)
"5","530","2531",애오개,"3",아현 아이파크 아파트
"5","530","2531",애오개,"1",태화샘솟는집(정신장애인 희망클럽)
"5","530","2531",애오개,"3",아현동로터리방면
"5","530","2531",애오개,"2",마포래미안푸르지오 아파트
"5","531","2532",충정로,"7",KT(아현지점)
"5","531","2532",충정로,"8",풍산빌딩
"5","531","2532",충정로,"8",KAC한국예술원
"5","531","2532",충정로,"5",삼성사이버빌리지
"5","531","2532",충정로,"2",충정타워
"5","531","2532",충정로,"7",아현성결교회
"5","531","2532",충정로,"4",의주로2가방면
"5","531","2532",충정로,"7",북아현동가구상가
"5","531","2532",충정로,"8",동아일보 충정로사옥
"5","531","2532",충정로,"10",종근당
"5","531","2532",충정로,"7",한국구세군100주년빌딩
"5","531","2532",충정로,"8",어바니엘위드더스타일 충정로아파트
"5","531","2532",충정로,"8",경기대학교
"5","531","2532",충정로,"9",합동
"5","531","2532",충정로,"9",미동초등학교
"5","531","2532",충정로,"10",충정로삼거리
"5","531","2532",충정로,"1",충정로삼거리방면
"5","531","2532",충정로,"3",주한프랑스대사관
"5","531","2532",충정로,"5",중림동
"5","531","2532",충정로,"6",서부수도사업소
"5","531","2532",충정로,"5",손기정공원
"5","531","2532",충정로,"8",삼창빌딩
"5","531","2532",충정로,"8",우리은행충정로지점
"5","531","2532",충정로,"2",충정로3가
"5","531","2532",충정로,"3",서울시상수도사업본부
"5","531","2532",충정로,"4",서소문근린공원
"5","531","2532",충정로,"5",봉래초등학교
"5","531","2532",충정로,"6",아현동방면
"5","531","2532",충정로,"9",국민연금공단 서울 북부지역본부 
"5","532","2533",서대문,"4",경찰박물관
"5","532","2533",서대문,"5",창덕여자중학교
"5","532","2533",서대문,"5",농업박물관
"5","532","2533",서대문,"5",정동극장
"5","532","2533",서대문,"5",농협중앙회
"5","532","2533",서대문,"7",경찰청
"5","532","2533",서대문,"7",서대문경찰서
"5","532","2533",서대문,"8",사조산업
"5","532","2533",서대문,"8",KT & G
"5","532","2533",서대문,"1",상생EME학원
"5","532","2533",서대문,"3",센터포인트 돈의문
"5","532","2533",서대문,"2",영천시장
"5","532","2533",서대문,"8",서대문세무서
"5","532","2533",서대문,"1",아세아연합신학연구원
"5","532","2533",서대문,"6",이화여자외국어고등학교
"5","532","2533",서대문,"6","바비엥-1,2,3 빌딩"
"5","532","2533",서대문,"6",에이스타워 빌딩
"5","532","2533",서대문,"1",한국가스안전공사 서울서부지사
"5","532","2533",서대문,"3",신한금융투자TFC강북금융센터
"5","532","2533",서대문,"1",신한은행
"5","532","2533",서대문,"1",국민은행
"5","532","2533",서대문,"2",하나은행
"5","532","2533",서대문,"6",외환은행
"5","532","2533",서대문,"6",신한은행
"5","532","2533",서대문,"6",FRASER PLACE빌딩
"5","532","2533",서대문,"1",경기대학교
"5","532","2533",서대문,"1",경기초등학교
"5","532","2533",서대문,"1",인창중학교
"5","532","2533",서대문,"1",인창고등학교
"5","532","2533",서대문,"2",충정로우체국
"5","532","2533",서대문,"4",강북삼성병원
"5","532","2533",서대문,"4",적십자간호대학
"5","532","2533",서대문,"4",경희궁공원
"5","532","2533",서대문,"2",감리교신학대학교
"5","532","2533",서대문,"2",서대문고용안정센터
"5","532","2533",서대문,"4",서울시교육청
"5","532","2533",서대문,"3",경희궁자이 아파트
"5","532","2533",서대문,"4","4.19 혁명 기념 도서관"
"5","532","2533",서대문,"2",금화초등학교
"5","532","2533",서대문,"2",동명여자중학교
"5","532","2533",서대문,"2",시립서대문노인종합복지관
"5","532","2533",서대문,"4",서울적십자병원
"5","532","2533",서대문,"4",내일신문사
"5","532","2533",서대문,"5",예원학교
"5","532","2533",서대문,"5",프란치스코교육회관
"5","532","2533",서대문,"7",동북아역사재단
"5","532","2533",서대문,"5",NH아트홀
"5","532","2533",서대문,"4",서울역사박물관
"5","532","2533",서대문,"5",경향신문사
"5","532","2533",서대문,"5",문화일보사
"5","532","2533",서대문,"6",이화여자고등학교
"5","532","2533",서대문,"6",중앙일보사
"5","532","2533",서대문,"8",미동초등학교
"5","533","2534",광화문,"5",예금보험공사
"5","533","2534",광화문,"8",구세군회관
"5","533","2534",광화문,"2",조계사 (템플스테이)
"5","533","2534",광화문,"1",서울기록정보센터
"5","533","2534",광화문,"2",세종이야기
"5","533","2534",광화문,"3",세종대로사거리
"5","533","2534",광화문,"3",더스퀘어치과
"5","533","2534",광화문,"3",법무법인 세종
"5","533","2534",광화문,"4",헌혈의집 광화문센터
"5","533","2534",광화문,"5",청계천 모전교
"5","533","2534",광화문,"6",광화문 관광안내소
"5","533","2534",광화문,"2",서울지방국세청
"5","533","2534",광화문,"1",세계일보
"5","533","2534",광화문,"1",기독교 대한감리회 종교교회
"5","533","2534",광화문,"9",광화문
"5","533","2534",광화문,"2",청진공원
"5","533","2534",광화문,"1",정부합동민원센터
"5","533","2534",광화문,"2",케이트 윈타워
"5","533","2534",광화문,"4",기념비전
"5","533","2534",광화문,"4",광화문 지하보도
"5","533","2534",광화문,"2",대한민국역사박물관
"5","533","2534",광화문,"5",청계광장
"5","533","2534",광화문,"9",광화문광장
"5","533","2534",광화문,"1",서울지방경찰청
"5","533","2534",광화문,"1",정부서울청사
"5","533","2534",광화문,"2",미국대사관
"5","533","2534",광화문,"2",종로구청
"5","533","2534",광화문,"5",동아일보사
"5","533","2534",광화문,"5",서울시청
"5","533","2534",광화문,"6",서울특별시의회
"5","533","2534",광화문,"8",세종문화회관
"5","533","2534",광화문,"2",연합뉴스
"5","533","2534",광화문,"9",해치마당
"5","533","2534",광화문,"2",국립현대미술관 서울관
"5","533","2534",광화문,"2",서울경제신문
"5","533","2534",광화문,"2",아주경제
"5","533","2534",광화문,"3",청운동
"5","533","2534",광화문,"2",국립민속박물관
"5","533","2534",광화문,"9",경복궁
"5","533","2534",광화문,"2",광화문
"5","533","2534",광화문,"2",KT 광화문지사
"5","533","2534",광화문,"5",광화문우체국
"5","533","2534",광화문,"5",한국관광공사 서울센터
"5","533","2534",광화문,"6",덕수궁
"5","533","2534",광화문,"6",조선일보사
"5","533","2534",광화문,"7",경희궁공원
"5","533","2534",광화문,"7",서울역사박물관
"5","533","2534",광화문,"3",교보문고 
"5","534","2535",종로3가,"5",종로세무서
"5","534","2535",종로3가,"11",종묘시민공원
"5","534","2535",종로3가,"5",운현초등학교
"5","534","2535",종로3가,"5",종로2가 우체국
"5","534","2535",종로3가,"6","종로1,2,3,4가 자치센터"
"5","534","2535",종로3가,"1",탑골공원(정문)방면
"5","534","2535",종로3가,"4",익선동
"5","534","2535",종로3가,"12","대림상가,세운상가"
"5","534","2535",종로3가,"5",서울경운학교                                     
"5","534","2535",종로3가,"4",낙원동
"5","534","2535",종로3가,"5",운현궁
"5","534","2535",종로3가,"6",창덕궁
"5","534","2535",종로3가,"13","청계천 가는 길(190m),기계공구상가"
"5","534","2535",종로3가,"14","청계천 가는 길,서울청소년수련관"
"5","534","2535",종로3가,"5",종로2가 파출소
"5","534","2535",종로3가,"3",종로119안전센터
"5","534","2535",종로3가,"3",종로3가방면
"5","534","2535",종로3가,"5",탑골공원(후문)방면
"5","534","2535",종로3가,"6",돈화문방면
"5","534","2535",종로3가,"8",종묘
"5","534","2535",종로3가,"2-1",CGV피카디리1958
"5","534","2535",종로3가,"9",구 단성사
"5","534","2535",종로3가,"2",피맛골
"5","534","2535",종로3가,"5",숭실사이버대학교(종로캠퍼스)
"5","534","2535",종로3가,"10",종로귀금속거리
"5","534","2535",종로3가,"5",YBM어학원
"5","534","2535",종로3가,"3",돈의동
"5","534","2535",종로3가,"5",인사동방면
"5","534","2535",종로3가,"5",낙원상가
"5","534","2535",종로3가,"3",종로3가치안센터
"5","534","2535",종로3가,"5",교동초등학교
"5","535","2536",을지로4가,"10",대우건설
"5","535","2536",을지로4가,"8",배오개길
"5","535","2536",을지로4가,"9",충무로
"5","535","2536",을지로4가,"3",청계천 가는 길
"5","535","2536",을지로4가,"4",청계천 가는 길
"5","535","2536",을지로4가,"9",덕수중학교
"5","535","2536",을지로4가,"10",을지로4가우체국
"5","535","2536",을지로4가,"3",종로세운상가(종로전자타운)
"5","535","2536",을지로4가,"6",방산시장
"5","535","2536",을지로4가,"7",목재상가
"5","535","2536",을지로4가,"7",중부시장
"5","535","2536",을지로4가,"8",사무집기상가
"5","535","2536",을지로4가,"9",중구청
"5","535","2536",을지로4가,"1",대림상가
"5","535","2536",을지로4가,"4",청계천4가방면
"5","535","2536",을지로4가,"8",오장동
"5","535","2536",을지로4가,"10",삼풍상가
"5","535","2536",을지로4가,"10",베스트웨스턴국도호텔
"5","535","2536",을지로4가,"4",광장시장
"5","535","2536",을지로4가,"7",호텔아카시아
"5","535","2536",을지로4가,"1",을지로3가.
"5","535","2536",을지로4가,"2",산림동
"5","535","2536",을지로4가,"4",청계천4가
"5","535","2536",을지로4가,"3",시계귀금속카메라시장
"5","535","2536",을지로4가,"4",청계천5가방면
"5","535","2536",을지로4가,"6",을지로5가
"5","535","2536",을지로4가,"6",훈련원공원방면
"5","535","2536",을지로4가,"6",국립의료원
"5","535","2536",을지로4가,"7",KT을지지점
"5","535","2536",을지로4가,"3",미싱상가
"5","536","2537",동대문역사문화공원,"6",충무초등학교
"5","536","2537",동대문역사문화공원,"7",아카시아호텔
"5","536","2537",동대문역사문화공원,"7",장충동방면
"5","536","2537",동대문역사문화공원,"2",한양중학교
"5","536","2537",동대문역사문화공원,"3",광희문
"5","536","2537",동대문역사문화공원,"5",쌍림동방면
"5","536","2537",동대문역사문화공원,"5",쌍림빌딩
"5","536","2537",동대문역사문화공원,"7",오장동방면
"5","536","2537",동대문역사문화공원,"7",중부시장
"5","536","2537",동대문역사문화공원,"10",을지로7가동
"5","536","2537",동대문역사문화공원,"1",을지로7가우체국
"5","536","2537",동대문역사문화공원,"6",인쇄정보센타
"5","536","2537",동대문역사문화공원,"1",을지로지하보도
"5","536","2537",동대문역사문화공원,"2",광희초등학교
"5","536","2537",동대문역사문화공원,"5",장충단공원방면
"5","536","2537",동대문역사문화공원,"5",광희빌딩
"5","536","2537",동대문역사문화공원,"6",충무로5가동
"5","536","2537",동대문역사문화공원,"9",광희동2가
"5","536","2537",동대문역사문화공원,"1",청계천 가는 길
"5","536","2537",동대문역사문화공원,"14",청계천 가는 길
"5","536","2537",동대문역사문화공원,"6",광희동 주민센터
"5","536","2537",동대문역사문화공원,"6",퇴계로5가 우체국
"5","536","2537",동대문역사문화공원,"7",국립중앙의료원(도보10분)
"5","536","2537",동대문역사문화공원,"2",한양공업고등학교
"5","536","2537",동대문역사문화공원,"1",서울관광안내소
"5","537","2538",청구,"3",대경중.정보산업고등학교
"5","537","2538",청구,"1",무학치안센터
"5","537","2538",청구,"3",금호동길
"5","537","2538",청구,"1",신당동 주민센터
"5","537","2538",청구,"2",동화동 주민센터
"5","537","2538",청구,"2",중구여성플라자
"5","537","2538",청구,"2",청구 e편한세상아파트
"5","537","2538",청구,"1",장충초등학교
"5","537","2538",청구,"2",신당푸르지오아파트
"5","537","2538",청구,"3",청구동 주민센터
"5","537","2538",청구,"3",동산초등학교
"5","537","2538",청구,"3",용봉근린공원
"5","537","2538",청구,"1",신당동 떡볶이촌
"5","537","2538",청구,"3",삼성아파트
"5","537","2538",청구,"2",금호여자중학교
"5","537","2538",청구,"1",중구보건소
"5","537","2538",청구,"1",중부소방서
"5","537","2538",청구,"1",신당중앙교회
"5","537","2538",청구,"2",흥인초등학교
"5","538","2539",신금호,"3",금북시장
"5","538","2539",신금호,"3",두산아파트
"5","538","2539",신금호,"1",금호공원
"5","538","2539",신금호,"2",삼성아파트
"5","538","2539",신금호,"2",신당동현대아파트
"5","538","2539",신금호,"3",극동아파트
"5","538","2539",신금호,"3",한진타운아파트
"5","538","2539",신금호,"3",벽산아파트
"5","538","2539",신금호,"1",[우수경관조망명소]금호산
"5","538","2539",신금호,"1",농협
"5","538","2539",신금호,"3",신당동 푸르지오아파트
"5","538","2539",신금호,"2",동산초등학교
"5","538","2539",신금호,"2",신금호파크자이아파트
"5","538","2539",신금호,"5",금호 푸르지오아파트
"5","538","2539",신금호,"4",금호고등학교
"5","538","2539",신금호,"2",대경중.상업고등학교
"5","538","2539",신금호,"1",금호파출소
"5","538","2539",신금호,"1",동아아파트
"5","538","2539",신금호,"3",대현경로복지관
"5","538","2539",신금호,"5",금호초등학교
"5","538","2539",신금호,"3",대현산배수지
"5","538","2539",신금호,"3",금호1가 주민센타
"5","538","2539",신금호,"3",금북초등학교
"5","538","2539",신금호,"4",성동구보건소금호분소
"5","538","2539",신금호,"5",금남시장방면
"5","538","2539",신금호,"5","금호2, 3가동 주민센타"
"5","538","2539",신금호,"3",금호여자중학교
"5","538","2539",신금호,"1",금호중앙교회
"5","538","2539",신금호,"5",금호119안전센터
"5","538","2539",신금호,"1",금호우체국
"5","538","2539",신금호,"5",열린금호교육문화관
"5","538","2539",신금호,"5",금호자이 2차 아파트
"5","538","2539",신금호,"5",금호자이 1차 아파트
"5","538","2539",신금호,"3",래미안금호하이리버아파트
"5","538","2539",신금호,"4",e편한세상금호파크힐스아파트
"5","538","2539",신금호,"3",성동구립금호도서관
"5","539","2540",행당,"2",행현초등학교
"5","539","2540",행당,"3",서울숲행당푸르지오
"5","539","2540",행당,"4",행당동한진타운
"5","539","2540",행당,"1",대림아파트
"5","539","2540",행당,"2",무학현대아파트
"5","539","2540",행당,"2",한신무학아파트
"5","539","2540",행당,"2",행당시장
"5","539","2540",행당,"2",성산중앙교회
"5","539","2540",행당,"3",신동아아파트
"5","539","2540",행당,"3",행당초등학교
"5","539","2540",행당,"4",벽산아파트
"5","539","2540",행당,"1",금북시장
"5","539","2540",행당,"1",금북초등학교방면
"5","539","2540",행당,"3",행당전화국
"5","539","2540",행당,"4",한진아파트
"5","539","2540",행당,"2",행당2동주민센터
"5","539","2540",행당,"2",행당2동지구대
"5","539","2540",행당,"2",행당브라운스톤아파트
"5","539","2540",행당,"2",최영인소아청소년과
"5","539","2540",행당,"3",행당두산위브아파트
"5","539","2540",행당,"3",성동구립도서관
"5","539","2540",행당,"2",장미치과
"5","539","2540",행당,"3",문영일이비인후과의원
"5","539","2540",행당,"1",금호동로터리방면
"5","539","2540",행당,"2",왕십리방면
"5","539","2540",행당,"3","성동구의회,구민회관"
"5","539","2540",행당,"2",무학교회
"5","539","2540",행당,"3",무학중학교
"5","539","2540",행당,"3",무학여자고등학교
"5","539","2540",행당,"1", 풍림아이원아파트
"5","539","2540",행당,"3",행당한신아파트
"5","539","2540",행당,"1",극동아파트
"5","540","2541",왕십리,"4",성동구청소년수련관
"5","540","2541",왕십리,"6",사근동주민센터
"5","540","2541",왕십리,"9",소월아트홀
"5","540","2541",왕십리,"9",무학여고
"5","540","2541",왕십리,"5",비트플렉스
"5","540","2541",왕십리,"5",왕십리광장
"5","540","2541",왕십리,"6",한양대 부속병원
"5","540","2541",왕십리,"12",왕십리역광장
"5","540","2541",왕십리,"13",동마중학교
"5","540","2541",왕십리,"9",행당초등학교
"5","540","2541",왕십리,"6",한양시장
"5","540","2541",왕십리,"6",한양지구대
"5","540","2541",왕십리,"6",한양대학교
"5","540","2541",왕십리,"2",행당119안전센터
"5","540","2541",왕십리,"8",성동경찰서 교통정보센터
"5","540","2541",왕십리,"7",삼부아파트
"5","540","2541",왕십리,"6",동마중학교
"5","540","2541",왕십리,"9",동부수도사업소
"5","540","2541",왕십리,"9",KT행당지사
"5","540","2541",왕십리,"9",무학중학교
"5","540","2541",왕십리,"2",도선사거리
"5","540","2541",왕십리,"10",성동우체국
"5","540","2541",왕십리,"4",성동구청
"5","540","2541",왕십리,"9",행당1동 주민센터
"5","540","2541",왕십리,"1",도선동 주민센터
"5","540","2541",왕십리,"1",성동구보건소방면
"5","540","2541",왕십리,"4",성동경찰서
"5","540","2541",왕십리,"7",왕십리길
"5","540","2541",왕십리,"10",행당시장
"5","540","2541",왕십리,"11",왕십리2동주민센터
"5","540","2541",왕십리,"11",하왕치안센터
"5","540","2541",왕십리,"4",성동구의회
"5","540","2541",왕십리,"2",귀부인금거래소(본사)
"5","540","2541",왕십리,"8",엘림신경정신과
"5","540","2541",왕십리,"6",마장체육센터
"5","540","2541",왕십리,"6",한양대부속중고교
"5","540","2541",왕십리,"8",서울연세병원
"5","540","2541",왕십리,"9",성동구립도서관
"5","540","2541",왕십리,"9",예스항외과
"5","540","2541",왕십리,"2",주)비젼관광호텔
"5","540","2541",왕십리,"4",성동교육청
"5","541","2542",마장,"3",천주교에파타성당
"5","541","2542",마장,"2",기업은행
"5","541","2542",마장,"1",두산아파트
"5","541","2542",마장,"4",범우아파트
"5","541","2542",마장,"2",청계천문화관
"5","541","2542",마장,"2",청계천 방면
"5","541","2542",마장,"2",청계천 생태교실
"5","541","2542",마장,"1",대한적십자사 서울지사 방면
"5","541","2542",마장,"1",중앙하이츠아파트
"5","541","2542",마장,"2",마장현대아파트
"5","541","2542",마장,"3",마장2교
"5","541","2542",마장,"3",동마치안센터
"5","541","2542",마장,"3",한양여자대학
"5","541","2542",마장,"2",한국전력공사성동지점
"5","541","2542",마장,"1",마장삼거리
"5","541","2542",마장,"1",성동구청 방면
"5","541","2542",마장,"1",삼성아파트
"5","541","2542",마장,"2",신답역 방면
"5","541","2542",마장,"2",마장축산물시장
"5","541","2542",마장,"3",마장동주민센터
"5","541","2542",마장,"4",한대부중·고
"5","541","2542",마장,"4",세림아파트
"5","541","2542",마장,"2",마장중학교
"5","541","2542",마장,"4",한양대학교
"5","541","2542",마장,"4",동마중학교
"5","541","2542",마장,"2",마장초등학교
"5","541","2542",마장,"4",성동노인종합복지관
"5","542","2543",답십리,"1",레미안위브아파트
"5","542","2543",답십리,"1",답십리1동주민센터
"5","542","2543",답십리,"4",답십리2동주민센터
"5","542","2543",답십리,"4",장안평고미술상가
"5","542","2543",답십리,"3",동부시장
"5","542","2543",답십리,"5",서울교통공사
"5","542","2543",답십리,"6",용답파출소
"5","542","2543",답십리,"7",용답동
"5","542","2543",답십리,"8",신답역방면
"5","542","2543",답십리,"1",답십리우체국
"5","542","2543",답십리,"2",답십리고미술상가
"5","542","2543",답십리,"4",답십리1치안센터
"5","542","2543",답십리,"5",용답동주민센터
"5","542","2543",답십리,"5",용답역
"5","542","2543",답십리,"6",용답동
"5","542","2543",답십리,"8",신답사거리
"5","542","2543",답십리,"8",마장2교
"5","542","2543",답십리,"4",하늘병원
"5","542","2543",답십리,"7",올포유
"5","542","2543",답십리,"7",성동구립용답도서관
"5","542","2543",답십리,"3",답십리초등학교
"5","542","2543",답십리,"5",(재)씨젠의료재단
"5","542","2543",답십리,"4",답십리사거리
"5","543","2544",장한평,"8",서울교육문화센터
"5","543","2544",장한평,"2",장안1동 주민센터
"5","543","2544",장한평,"7",서울특별시 중랑물재생센터
"5","543","2544",장한평,"5",장안평 자동차매매시장
"5","543","2544",장한평,"1",영동병원
"5","543","2544",장한평,"8",성동도로사업소
"5","543","2544",장한평,"5",군자동 방면
"5","543","2544",장한평,"6",장한평 자동차산업 종합정보센터
"5","543","2544",장한평,"8",서울새활용플라자
"5","543","2544",장한평,"2",국립농산물품질관리원 서울사무소
"5","543","2544",장한평,"6",장안평 자동차매매시장
"5","543","2544",장한평,"8",용답동우체국
"5","543","2544",장한평,"3",동대문소방서
"5","543","2544",장한평,"3",경륜·경정 장안지점
"5","543","2544",장한평,"2",장안종합사회복지관
"5","543","2544",장한평,"3",장안2동
"5","543","2544",장한평,"4",농협 장한평지점
"5","543","2544",장한평,"3",동대문구시설관리공단(동대문구민회관)
"5","543","2544",장한평,"1",군자초등학교
"5","543","2544",장한평,"1",장안1동
"5","543","2544",장한평,"3",장평중학교
"5","543","2544",장한평,"4",군자교
"5","543","2544",장한평,"3",동대문구민회관
"5","543","2544",장한평,"6",서울특별시 중랑물재생센터
"5","543","2544",장한평,"7",용답동
"5","543","2544",장한평,"8",서울교통공사
"5","543","2544",장한평,"3",구립 장안어린이집
"5","543","2544",장한평,"2",장안1치안센터
"5","543","2544",장한평,"3",서울안평초등학교
"5","543","2544",장한평,"4",동대문구민회관 방면
"5","543","2544",장한평,"4",동대문소상공인지원센터
"5","543","2544",장한평,"4",대한산업안전협회서울동부지회
"5","543","2544",장한평,"2",맑은수병원
"5","543","2544",장한평,"5",군자교
"5","544","2545",군자,"8",SC제일은행
"5","544","2545",군자,"6",능마루 먹자골목
"5","544","2545",군자,"4",중곡동우체국
"5","544","2545",군자,"5",능동
"5","544","2545",군자,"7",세종대학교
"5","544","2545",군자,"2",중곡1동
"5","544","2545",군자,"2",중곡1동사무소
"5","544","2545",군자,"3",중곡2동사무소
"5","544","2545",군자,"5",어린이대공원(후문)
